
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-03-11 21:47:34 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:47:36 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:47:38 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:47:43 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:47:44 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:47:46 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:47:49 /api/reseller/customers .................................................................. ~ 2s
  2026-03-11 21:47:51 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:47:53 /api/reseller/customers .................................................................. ~ 2s
  2026-03-11 21:47:53 /api/reseller/online-users ............................................................... ~ 3s
  2026-03-11 21:47:55 /api/reseller/customers .................................................................. ~ 2s
  2026-03-11 21:47:59 /api/reseller/online-users ......................................................... ~ 508.80ms
  2026-03-11 21:47:59 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:48:01 /api/reseller/customers ............................................................ ~ 509.95ms
  2026-03-11 21:48:02 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:48:07 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:48:08 /api/reseller/customers ............................................................ ~ 511.76ms
  2026-03-11 21:48:11 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:48:12 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:48:16 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:48:17 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:48:18 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:48:23 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:48:24 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:48:27 /api/reseller/online-users ............................................................... ~ 1s
  2026-03-11 21:48:28 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:48:29 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:48:30 /api/reseller/online-users ......................................................... ~ 508.64ms
  2026-03-11 21:48:32 /api/reseller/customers ............................................................ ~ 509.71ms
  2026-03-11 21:48:33 /api/reseller/customers ............................................................ ~ 506.34ms
  2026-03-11 21:48:35 /api/reseller/customers ............................................................ ~ 502.84ms
  2026-03-11 21:48:39 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:48:41 /api/reseller/customers ............................................................ ~ 500.28ms
  2026-03-11 21:48:44 /api/reseller/customers ............................................................ ~ 501.61ms
  2026-03-11 21:48:45 /api/reseller/customers ............................................................ ~ 513.07ms
  2026-03-11 21:48:48 /api/reseller/customers ............................................................ ~ 501.56ms
  2026-03-11 21:48:49 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:48:50 /api/reseller/customers ............................................................ ~ 514.29ms
  2026-03-11 21:48:55 /api/reseller/customers ............................................................ ~ 515.02ms
  2026-03-11 21:48:56 /api/reseller/customers ............................................................ ~ 509.06ms
  2026-03-11 21:48:58 /api/reseller/online-users ......................................................... ~ 503.97ms
  2026-03-11 21:48:59 /api/reseller/customers ............................................................ ~ 506.31ms
  2026-03-11 21:49:01 /api/reseller/online-users ............................................................... ~ 1s
  2026-03-11 21:49:01 /api/reseller/customers ............................................................ ~ 514.07ms
  2026-03-11 21:49:03 /api/reseller/customers ............................................................ ~ 515.78ms
  2026-03-11 21:49:05 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:49:06 /api/reseller/customers ............................................................ ~ 514.78ms
  2026-03-11 21:49:11 /api/reseller/customers ............................................................ ~ 514.14ms
  2026-03-11 21:49:12 /api/reseller/customers ............................................................ ~ 507.39ms
  2026-03-11 21:49:16 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:49:17 /api/reseller/customers ............................................................ ~ 509.10ms
  2026-03-11 21:49:19 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:49:21 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:49:22 /api/reseller/customers .................................................................. ~ 1s
  2026-03-11 21:49:27 /api/reseller/customers ............................................................ ~ 516.19ms
  2026-03-11 21:49:28 /api/reseller/customers .................................................................. ~ 2s
  2026-03-11 21:49:30 /api/reseller/online-users ............................................................... ~ 1s
  2026-03-11 23:30:22 /api/online-widget/settings .............................................................. ~ 1s
  2026-03-11 23:30:23 /api/reseller/dashboard/stats ...................................................... ~ 514.10ms
  2026-03-11 23:30:23 /api/reseller/dashboard/activations-chart ................................................ ~ 1s
  2026-03-11 23:30:24 /api/reseller/dashboard/revenue-chart .................................................... ~ 1s
  2026-03-11 23:30:24 /api/reseller/dashboard/recent-activity .................................................. ~ 1s
  2026-03-11 23:30:25 /api/online-widget/settings .............................................................. ~ 1s
  2026-03-11 23:30:26 /api/reseller/online-users ......................................................... ~ 510.49ms
  2026-03-11 23:30:31 /api/auth/logout ................................................................... ~ 508.71ms
  2026-03-11 23:30:44 /api/auth/login .................................................................... ~ 514.17ms
  2026-03-11 23:30:45 /api/manager/dashboard ............................................................. ~ 514.41ms
  2026-03-11 23:30:46 /api/manager/online-users .......................................................... ~ 510.61ms
  2026-03-11 23:30:51 /api/manager/team .................................................................. ~ 503.94ms
  2026-03-11 23:31:14 /api/auth/logout ................................................................... ~ 513.94ms
  2026-03-11 23:31:24 /api/auth/login .................................................................... ~ 514.21ms
  2026-03-11 23:31:25 /api/dashboard ........................................................................... ~ 1s
  2026-03-11 23:31:26 /api/online-users ........................................................................ ~ 1s
  2026-03-11 23:31:58 /api/online-users .................................................................. ~ 502.01ms
  2026-03-11 23:32:28 /api/online-users .................................................................. ~ 502.11ms
  2026-03-11 23:32:59 /api/online-users .................................................................. ~ 501.01ms
  2026-03-11 23:33:07 /api/team ................................................................................ ~ 1s
  2026-03-11 23:33:07 /api/online-widget/settings .............................................................. ~ 1s
  2026-03-11 23:33:07 /api/online-users ........................................................................ ~ 2s
  2026-03-11 23:33:39 /api/online-users .................................................................. ~ 506.24ms
  2026-03-11 23:34:57 /api/auth/login .......................................................................... ~ 1s
  2026-03-11 23:35:02 /api/auth/login .......................................................................... ~ 1s
  2026-03-11 23:35:05 /api/online-widget/settings ........................................................ ~ 506.92ms
  2026-03-11 23:35:05 /api/super-admin/admin-management .................................................. ~ 515.45ms
  2026-03-11 23:35:05 /api/super-admin/tenants ................................................................. ~ 1s
  2026-03-11 23:35:06 /api/super-admin/online-users ............................................................ ~ 1s
  2026-03-11 23:35:37 /api/super-admin/online-users ...................................................... ~ 499.80ms
  2026-03-11 23:36:08 /api/super-admin/online-users ...................................................... ~ 514.98ms
  2026-03-11 23:36:39 /api/super-admin/online-users ...................................................... ~ 512.66ms
  2026-03-11 23:37:09 /api/super-admin/online-users ............................................................ ~ 1s
  2026-03-11 23:37:41 /api/super-admin/online-users ...................................................... ~ 501.97ms
  2026-03-11 23:38:11 /api/super-admin/online-users ...................................................... ~ 513.24ms
  2026-03-11 23:38:42 /api/super-admin/online-users ...................................................... ~ 505.25ms
  2026-03-11 23:39:12 /api/super-admin/online-users ...................................................... ~ 504.12ms
  2026-03-11 23:39:43 /api/super-admin/online-users ...................................................... ~ 505.13ms
  2026-03-11 23:40:14 /api/super-admin/online-users ...................................................... ~ 507.71ms
  2026-03-11 23:40:44 /api/super-admin/online-users ...................................................... ~ 506.20ms
  2026-03-11 23:41:15 /api/super-admin/online-users ...................................................... ~ 506.31ms
  2026-03-11 23:41:46 /api/super-admin/online-users ...................................................... ~ 501.79ms
  2026-03-11 23:42:16 /api/super-admin/online-users ........................................................ ~ 0.11ms
  2026-03-11 23:42:47 /api/super-admin/online-users ...................................................... ~ 503.20ms
  2026-03-11 23:43:18 /api/super-admin/online-users ...................................................... ~ 503.72ms
  2026-03-11 23:43:48 /api/super-admin/online-users ...................................................... ~ 509.38ms
  2026-03-11 23:44:19 /api/super-admin/online-users ...................................................... ~ 504.17ms
  2026-03-11 23:44:50 /api/super-admin/online-users ...................................................... ~ 501.30ms
  2026-03-11 23:45:21 /api/super-admin/online-users ...................................................... ~ 506.21ms
  2026-03-11 23:45:51 /api/super-admin/online-users ...................................................... ~ 502.08ms
  2026-03-11 23:46:22 /api/super-admin/online-users ...................................................... ~ 507.34ms
  2026-03-11 23:46:52 /api/super-admin/online-users ...................................................... ~ 509.97ms
  2026-03-11 23:47:23 /api/super-admin/online-users ...................................................... ~ 503.20ms
  2026-03-11 23:47:54 /api/super-admin/online-users ...................................................... ~ 502.08ms
  2026-03-11 23:48:25 /api/super-admin/online-users ...................................................... ~ 503.14ms
  2026-03-11 23:48:55 /api/super-admin/online-users ...................................................... ~ 504.17ms
  2026-03-11 23:49:26 /api/super-admin/online-users ...................................................... ~ 503.03ms
  2026-03-11 23:49:57 /api/super-admin/online-users ........................................................ ~ 0.12ms
  2026-03-11 23:50:27 /api/super-admin/online-users ...................................................... ~ 501.04ms
  2026-03-11 23:50:58 /api/super-admin/online-users ...................................................... ~ 501.19ms
  2026-03-11 23:51:29 /api/super-admin/online-users ...................................................... ~ 500.69ms
  2026-03-11 23:51:59 /api/super-admin/online-users ........................................................ ~ 0.23ms
  2026-03-11 23:52:30 /api/super-admin/online-users ............................................................ ~ 1s
  2026-03-11 23:53:01 /api/super-admin/online-users ...................................................... ~ 502.95ms
  2026-03-11 23:53:32 /api/super-admin/online-users ...................................................... ~ 503.79ms
  2026-03-11 23:54:02 /api/super-admin/online-users ...................................................... ~ 515.02ms
  2026-03-11 23:54:33 /api/super-admin/online-users ...................................................... ~ 501.06ms
  2026-03-11 23:55:03 /api/super-admin/online-users ...................................................... ~ 501.70ms
  2026-03-11 23:55:34 /api/super-admin/online-users ...................................................... ~ 512.90ms
  2026-03-11 23:56:05 /api/super-admin/online-users ............................................................ ~ 1s
  2026-03-11 23:56:36 /api/super-admin/online-users ...................................................... ~ 503.15ms
  2026-03-11 23:57:07 /api/super-admin/online-users ............................................................ ~ 1s
  2026-03-11 23:57:38 /api/super-admin/online-users ...................................................... ~ 503.87ms
  2026-03-11 23:58:09 /api/super-admin/online-users ...................................................... ~ 512.97ms
  2026-03-11 23:58:40 /api/super-admin/online-users ...................................................... ~ 506.26ms
  2026-03-11 23:59:10 /api/super-admin/online-users ............................................................ ~ 1s
  2026-03-11 23:59:41 /api/super-admin/online-users ............................................................ ~ 1s
  2026-03-12 00:00:12 /api/super-admin/online-users ............................................................ ~ 1s
  2026-03-12 00:00:43 /api/super-admin/online-users ...................................................... ~ 501.16ms
  2026-03-12 00:01:14 /api/super-admin/online-users ...................................................... ~ 512.87ms
  2026-03-12 00:01:45 /api/super-admin/online-users ............................................................ ~ 1s
  2026-03-12 00:01:55 /api/auth/login .......................................................................... ~ 2s
  2026-03-12 00:01:56 /api/super-admin/dashboard/stats ......................................................... ~ 1s
  2026-03-12 00:01:56 /api/online-widget/settings .............................................................. ~ 2s
  2026-03-12 00:01:57 /api/super-admin/dashboard/revenue-trend ................................................. ~ 2s
  2026-03-12 00:01:59 /api/super-admin/dashboard/tenant-comparison ............................................. ~ 1s
  2026-03-12 00:02:00 /api/super-admin/dashboard/license-timeline .............................................. ~ 1s
  2026-03-12 00:02:01 /api/super-admin/dashboard/recent-activity ............................................... ~ 1s
  2026-03-12 00:02:01 /api/online-widget/settings .............................................................. ~ 2s
  2026-03-12 00:02:02 /api/manager/team ........................................................................ ~ 2s
  2026-03-12 00:02:03 /api/manager/online-users ................................................................ ~ 2s
  2026-03-12 00:02:36 /api/manager/online-users ................................................................ ~ 1s
  2026-03-12 00:03:07 /api/manager/online-users .......................................................... ~ 515.26ms
  2026-03-12 00:03:38 /api/manager/online-users .......................................................... ~ 502.84ms
  2026-03-12 00:04:08 /api/manager/online-users .......................................................... ~ 503.15ms
  2026-03-12 00:04:39 /api/manager/online-users .......................................................... ~ 512.17ms
  2026-03-12 00:05:10 /api/manager/online-users ................................................................ ~ 1s
  2026-03-12 00:05:41 /api/manager/online-users ................................................................ ~ 1s
  2026-03-12 00:06:12 /api/manager/online-users .......................................................... ~ 501.80ms
  2026-03-12 00:06:43 /api/manager/online-users .......................................................... ~ 500.99ms
  2026-03-12 00:07:13 /api/manager/online-users .......................................................... ~ 500.84ms
  2026-03-12 00:07:44 /api/manager/online-users .......................................................... ~ 504.48ms
  2026-03-12 00:08:14 /api/manager/online-users .......................................................... ~ 503.35ms
  2026-03-12 00:08:45 /api/manager/online-users .......................................................... ~ 503.25ms
  2026-03-12 00:09:16 /api/manager/online-users .......................................................... ~ 504.15ms
  2026-03-12 00:09:47 /api/manager/online-users .......................................................... ~ 503.94ms
  2026-03-12 00:10:17 /api/manager/online-users .......................................................... ~ 515.18ms
  2026-03-12 00:10:48 /api/manager/online-users .......................................................... ~ 500.91ms
  2026-03-12 00:11:18 /api/manager/online-users .......................................................... ~ 507.47ms
  2026-03-12 00:11:49 /api/manager/online-users .......................................................... ~ 505.66ms
  2026-03-12 00:12:20 /api/manager/online-users .......................................................... ~ 513.48ms
  2026-03-12 00:12:51 /api/manager/online-users .......................................................... ~ 503.58ms
  2026-03-12 00:13:21 /api/manager/online-users .......................................................... ~ 505.63ms
  2026-03-12 00:13:52 /api/manager/online-users .......................................................... ~ 503.63ms
  2026-03-12 00:14:22 /api/manager/online-users .......................................................... ~ 514.23ms
  2026-03-12 00:14:53 /api/manager/online-users ................................................................ ~ 1s
  2026-03-12 00:15:24 /api/manager/online-users .......................................................... ~ 502.93ms
  2026-03-12 00:15:55 /api/manager/online-users .......................................................... ~ 502.66ms
  2026-03-12 00:16:25 /api/manager/online-users .......................................................... ~ 504.22ms
  2026-03-12 00:16:56 /api/manager/online-users .......................................................... ~ 502.00ms
  2026-03-12 00:17:27 /api/manager/online-users .......................................................... ~ 514.83ms
  2026-03-12 00:17:57 /api/manager/online-users .......................................................... ~ 499.86ms
  2026-03-12 00:18:28 /api/manager/online-users .......................................................... ~ 503.02ms
  2026-03-12 00:18:59 /api/manager/online-users .......................................................... ~ 512.01ms
  2026-03-12 00:19:30 /api/manager/online-users .......................................................... ~ 508.09ms
  2026-03-12 00:20:00 /api/manager/online-users .......................................................... ~ 516.55ms
  2026-03-12 00:20:31 /api/manager/online-users .......................................................... ~ 506.35ms
  2026-03-12 00:21:02 /api/manager/online-users ............................................................ ~ 0.11ms
  2026-03-12 00:21:32 /api/manager/online-users .......................................................... ~ 504.14ms
  2026-03-12 00:22:03 /api/manager/online-users .......................................................... ~ 508.12ms
  2026-03-12 00:22:34 /api/manager/online-users ................................................................ ~ 1s
  2026-03-12 00:23:05 /api/manager/online-users ............................................................ ~ 0.12ms
  2026-03-12 00:23:35 /api/manager/online-users .......................................................... ~ 500.82ms
  2026-03-12 00:24:06 /api/manager/online-users .......................................................... ~ 500.99ms
  2026-03-12 00:24:36 /api/manager/online-users .......................................................... ~ 501.15ms
  2026-03-12 00:25:07 /api/manager/online-users .......................................................... ~ 506.62ms
  2026-03-12 00:25:38 /api/manager/online-users .......................................................... ~ 502.11ms
  2026-03-12 00:26:14 /api/manager/online-users .......................................................... ~ 514.04ms
  2026-03-12 00:26:45 /api/manager/online-users .......................................................... ~ 509.12ms
  2026-03-12 00:27:16 /api/manager/online-users .......................................................... ~ 503.96ms
  2026-03-12 00:27:47 /api/manager/online-users .......................................................... ~ 500.53ms
  2026-03-12 00:28:17 /api/manager/online-users .......................................................... ~ 501.22ms
  2026-03-12 00:28:48 /api/manager/online-users .......................................................... ~ 502.15ms
  2026-03-12 00:29:20 /api/manager/online-users .......................................................... ~ 504.69ms
  2026-03-12 00:29:51 /api/manager/online-users .......................................................... ~ 504.09ms
  2026-03-12 00:30:21 /api/manager/online-users .......................................................... ~ 514.92ms
  2026-03-12 00:30:52 /api/manager/online-users .......................................................... ~ 503.20ms
  2026-03-12 00:31:23 /api/manager/online-users .......................................................... ~ 515.05ms
  2026-03-12 00:31:54 /api/manager/online-users ................................................................ ~ 1s
  2026-03-12 00:32:26 /api/manager/online-users .......................................................... ~ 502.55ms
  2026-03-12 00:32:57 /api/manager/online-users .......................................................... ~ 504.44ms
  2026-03-12 00:33:28 /api/manager/online-users .......................................................... ~ 506.12ms
  2026-03-12 00:33:58 /api/manager/online-users ............................................................ ~ 0.18ms
  2026-03-12 00:34:29 /api/manager/online-users .......................................................... ~ 515.02ms
  2026-03-12 00:35:00 /api/manager/online-users .......................................................... ~ 502.01ms
  2026-03-12 00:35:30 /api/manager/online-users .......................................................... ~ 506.42ms
  2026-03-12 00:36:01 /api/manager/online-users .......................................................... ~ 502.64ms
  2026-03-12 00:36:32 /api/manager/online-users .......................................................... ~ 501.66ms
  2026-03-12 00:37:03 /api/manager/online-users ................................................................ ~ 1s
  2026-03-12 00:37:34 /api/manager/online-users .......................................................... ~ 500.39ms
  2026-03-12 00:38:05 /api/manager/online-users .......................................................... ~ 504.41ms
  2026-03-12 00:38:35 /api/manager/online-users .......................................................... ~ 505.74ms
  2026-03-12 00:39:06 /api/manager/online-users .......................................................... ~ 506.09ms
  2026-03-12 00:39:37 /api/manager/online-users .......................................................... ~ 500.03ms
  2026-03-12 00:40:07 /api/manager/online-users .......................................................... ~ 504.10ms
  2026-03-12 00:40:38 /api/manager/online-users ................................................................ ~ 1s
  2026-03-12 00:41:09 /api/manager/online-users ................................................................ ~ 1s
  2026-03-12 00:41:40 /api/manager/online-users .......................................................... ~ 501.75ms
  2026-03-12 00:42:11 /api/manager/online-users .......................................................... ~ 504.60ms
  2026-03-12 00:42:18 /api/manager/team ........................................................................ ~ 1s
  2026-03-12 00:42:58 /api/manager/online-users .......................................................... ~ 501.66ms
  2026-03-12 00:43:28 /api/manager/online-users .......................................................... ~ 507.39ms
  2026-03-12 00:43:42 /api/manager/team ........................................................................ ~ 1s
  2026-03-12 00:43:59 /api/manager/online-users ................................................................ ~ 1s
  2026-03-12 00:44:30 /api/manager/online-users ................................................................ ~ 1s
  2026-03-12 00:44:34 /api/online-widget/settings .............................................................. ~ 1s
  2026-03-12 00:44:35 /api/manager/team .................................................................. ~ 507.67ms
  2026-03-12 00:44:35 /api/manager/online-users ................................................................ ~ 1s
  2026-03-12 00:44:45 /api/online-widget/settings .............................................................. ~ 1s
  2026-03-12 00:44:45 /api/manager/team ........................................................................ ~ 1s
  2026-03-12 00:44:45 /api/manager/online-users ................................................................ ~ 2s
  2026-03-12 00:45:18 /api/manager/online-users .......................................................... ~ 504.10ms
  2026-03-12 00:45:48 /api/manager/online-users .......................................................... ~ 500.83ms
  2026-03-12 00:46:19 /api/manager/online-users .......................................................... ~ 514.11ms
  2026-03-12 00:46:50 /api/manager/online-users .......................................................... ~ 512.92ms
  2026-03-12 00:47:21 /api/manager/online-users ................................................................ ~ 1s
  2026-03-12 00:47:55 /api/manager/online-users .......................................................... ~ 500.18ms
  2026-03-12 00:48:26 /api/manager/online-users .......................................................... ~ 501.01ms
  2026-03-12 00:48:56 /api/manager/online-users .......................................................... ~ 503.11ms
  2026-03-12 00:49:06 /api/auth/login .......................................................................... ~ 1s
  2026-03-12 00:49:07 /api/online-widget/settings .............................................................. ~ 1s
  2026-03-12 00:49:07 /api/manager/dashboard ................................................................... ~ 1s
  2026-03-12 00:49:08 /api/manager/online-users ................................................................ ~ 1s
  2026-03-12 00:49:09 /api/online-widget/settings .............................................................. ~ 1s
  2026-03-12 00:49:09 /api/reseller/dashboard/stats ............................................................ ~ 1s
  2026-03-12 00:49:10 /api/reseller/dashboard/activations-chart ................................................ ~ 1s
  2026-03-12 00:49:11 /api/reseller/dashboard/revenue-chart .................................................... ~ 1s
  2026-03-12 00:49:11 /api/reseller/dashboard/recent-activity .................................................. ~ 1s
  2026-03-12 00:49:12 /api/online-widget/settings .............................................................. ~ 1s
  2026-03-12 00:49:14 /api/reseller/online-users ............................................................... ~ 1s
  2026-03-12 00:49:27 /api/manager/online-users ................................................................ ~ 1s
  2026-03-12 00:49:45 /api/reseller/online-users ............................................................... ~ 1s
  2026-03-12 00:49:57 /api/manager/online-users .......................................................... ~ 504.10ms
  2026-03-12 00:50:02 /api/auth/me ....................................................................... ~ 504.07ms
  2026-03-12 00:50:16 /api/reseller/online-users ......................................................... ~ 509.95ms
  2026-03-12 00:50:28 /api/manager/online-users .......................................................... ~ 514.88ms
  2026-03-12 00:50:46 /api/reseller/online-users ............................................................... ~ 1s
  2026-03-12 00:50:59 /api/manager/online-users .......................................................... ~ 518.40ms
  2026-03-12 00:51:17 /api/reseller/online-users ............................................................... ~ 1s
  2026-03-12 00:51:30 /api/manager/online-users .......................................................... ~ 515.02ms
  2026-03-12 00:51:48 /api/reseller/online-users ......................................................... ~ 503.93ms
  2026-03-12 00:52:01 /api/manager/online-users ................................................................ ~ 1s
  2026-03-12 00:52:19 /api/reseller/online-users ......................................................... ~ 514.04ms
  2026-03-12 00:52:32 /api/manager/online-users .......................................................... ~ 503.11ms
  2026-03-12 00:52:49 /api/reseller/online-users ......................................................... ~ 512.76ms
  2026-03-12 00:53:03 /api/manager/online-users .......................................................... ~ 505.08ms
  2026-03-12 00:53:20 /api/reseller/online-users ......................................................... ~ 511.05ms
  2026-03-12 00:53:34 /api/manager/online-users ................................................................ ~ 1s
  2026-03-12 00:53:50 /api/reseller/online-users ............................................................... ~ 1s
  2026-03-12 00:54:06 /api/manager/online-users ................................................................ ~ 1s
  2026-03-12 00:54:21 /api/reseller/online-users ......................................................... ~ 512.85ms
  2026-03-12 00:54:37 /api/manager/online-users .......................................................... ~ 501.31ms
  2026-03-12 00:54:52 /api/reseller/online-users ......................................................... ~ 514.48ms
  2026-03-12 00:55:08 /api/manager/online-users .......................................................... ~ 514.15ms
  2026-03-12 00:55:22 /api/reseller/online-users ......................................................... ~ 503.30ms
  2026-03-12 00:55:39 /api/manager/online-users .......................................................... ~ 510.82ms
  2026-03-12 00:55:53 /api/reseller/online-users ......................................................... ~ 515.68ms
  2026-03-12 00:55:55 /api/manager/team .................................................................. ~ 512.51ms
  2026-03-12 00:56:06 /api/manager/username-management/3/reset-password ........................................ ~ 1s
  2026-03-12 00:56:09 /api/manager/online-users .......................................................... ~ 514.70ms
  2026-03-12 00:56:23 /api/reseller/online-users ......................................................... ~ 504.54ms
  2026-03-12 00:56:40 /api/manager/online-users .......................................................... ~ 504.00ms
  2026-03-12 00:57:11 /api/manager/online-users .......................................................... ~ 503.81ms
  2026-03-12 00:57:21 /api/auth/login .......................................................................... ~ 1s
  2026-03-12 00:57:23 /api/online-widget/settings ........................................................ ~ 512.10ms
  2026-03-12 00:57:23 /api/reseller/dashboard/stats ............................................................ ~ 1s
  2026-03-12 00:57:23 /api/reseller/dashboard/activations-chart ................................................ ~ 2s
  2026-03-12 00:57:23 /api/reseller/dashboard/revenue-chart .................................................... ~ 2s
  2026-03-12 00:57:23 /api/reseller/dashboard/recent-activity .................................................. ~ 3s
  2026-03-12 00:57:23 /api/online-widget/settings .............................................................. ~ 3s
  2026-03-12 00:57:27 /api/reseller/online-users ......................................................... ~ 515.42ms
  2026-03-12 00:57:41 /api/manager/online-users .......................................................... ~ 510.80ms
  2026-03-12 00:57:54 /api/manager/team ........................................................................ ~ 1s
  2026-03-12 00:57:58 /api/reseller/online-users ......................................................... ~ 512.87ms
  2026-03-12 00:58:12 /api/manager/online-users .......................................................... ~ 500.91ms
  2026-03-12 00:58:27 /api/manager/team .................................................................. ~ 503.24ms
  2026-03-12 00:58:28 /api/reseller/online-users ......................................................... ~ 502.95ms
  2026-03-12 00:58:43 /api/manager/online-users .......................................................... ~ 502.99ms
  2026-03-12 00:58:52 /api/manager/username-management/3/reset-password ........................................ ~ 1s
  2026-03-12 00:58:59 /api/reseller/online-users ......................................................... ~ 515.38ms
  2026-03-12 00:59:12 /api/auth/me ....................................................................... ~ 514.27ms
  2026-03-12 00:59:13 /api/manager/online-users .......................................................... ~ 499.97ms
  2026-03-12 00:59:30 /api/reseller/online-users ......................................................... ~ 503.52ms
  2026-03-12 00:59:39 /api/auth/me ....................................................................... ~ 515.50ms
  2026-03-12 00:59:44 /api/manager/online-users .......................................................... ~ 501.49ms
  2026-03-12 01:00:00 /api/reseller/online-users ............................................................... ~ 1s
  2026-03-12 01:00:15 /api/manager/online-users ................................................................ ~ 1s
  2026-03-12 01:00:31 /api/reseller/online-users ......................................................... ~ 502.13ms
  2026-03-12 01:00:47 /api/manager/online-users .......................................................... ~ 514.21ms
  2026-03-12 01:00:55 /api/login ............................................................................... ~ 3s
  2026-03-12 01:00:59 /api/login ............................................................................... ~ 1s
  2026-03-12 01:01:00 /api/manager/team .................................................................. ~ 511.33ms
  2026-03-12 01:01:00 /api/auth/me ....................................................................... ~ 514.28ms
  2026-03-12 01:01:01 /api/manager/username-management//reset-password ................................... ~ 508.48ms
  2026-03-12 01:01:01 /api/auth/me ....................................................................... ~ 514.38ms
  2026-03-12 01:01:02 /api/reseller/online-users ............................................................... ~ 1s
  2026-03-12 01:01:18 /api/manager/online-users .......................................................... ~ 505.03ms
  2026-03-12 01:01:33 /api/reseller/online-users ......................................................... ~ 514.94ms
  2026-03-12 01:01:37 /api/auth/login .......................................................................... ~ 1s
  2026-03-12 01:01:38 /api/auth/login .................................................................... ~ 514.61ms
  2026-03-12 01:01:39 /api/manager/team .................................................................. ~ 506.36ms
  2026-03-12 01:01:40 /api/auth/me ....................................................................... ~ 516.04ms
  2026-03-12 01:01:40 /api/manager/username-management/3/reset-password ........................................ ~ 1s
  2026-03-12 01:01:41 /api/auth/me ....................................................................... ~ 514.00ms
  2026-03-12 01:01:48 /api/manager/online-users .......................................................... ~ 513.01ms
  2026-03-12 01:02:03 /api/reseller/online-users ......................................................... ~ 502.98ms
  2026-03-12 01:02:10 /api/auth/login .......................................................................... ~ 1s
  2026-03-12 01:02:12 /api/auth/login .......................................................................... ~ 1s
  2026-03-12 01:02:12 /api/manager/team .................................................................. ~ 510.55ms
  2026-03-12 01:02:13 /api/auth/me ....................................................................... ~ 514.76ms
  2026-03-12 01:02:13 /api/manager/username-management/3/reset-password .................................. ~ 509.48ms
  2026-03-12 01:02:19 /api/manager/online-users .......................................................... ~ 500.75ms
  2026-03-12 01:02:34 /api/reseller/online-users ......................................................... ~ 514.30ms
  2026-03-12 01:02:50 /api/manager/online-users .......................................................... ~ 502.20ms
  2026-03-12 01:03:04 /api/reseller/online-users ............................................................... ~ 1s
  2026-03-12 01:03:21 /api/manager/online-users ................................................................ ~ 1s
  2026-03-12 01:03:35 /api/reseller/online-users ......................................................... ~ 501.26ms
  2026-03-12 01:03:51 /api/auth/login .................................................................... ~ 500.82ms
  2026-03-12 01:03:51 /api/auth/login .................................................................... ~ 512.68ms
  2026-03-12 01:03:52 /api/manager/online-users .......................................................... ~ 511.99ms
  2026-03-12 01:03:53 /api/manager/team .................................................................. ~ 508.80ms
  2026-03-12 01:03:53 /api/auth/me ....................................................................... ~ 513.16ms
  2026-03-12 01:03:54 /api/manager/username-management/3/reset-password ........................................ ~ 1s
  2026-03-12 01:03:54 /api/auth/me ....................................................................... ~ 503.32ms
  2026-03-12 01:04:06 /api/reseller/online-users ......................................................... ~ 504.01ms
  2026-03-12 01:04:16 /api/auth/login .......................................................................... ~ 1s
  2026-03-12 01:04:16 /api/auth/login .................................................................... ~ 512.23ms
  2026-03-12 01:04:17 /api/manager/team .................................................................. ~ 508.59ms
  2026-03-12 01:04:18 /api/manager/username-management/3/reset-password ........................................ ~ 1s
  2026-03-12 01:04:18 /api/auth/me ....................................................................... ~ 502.60ms
  2026-03-12 01:04:23 /api/manager/online-users .......................................................... ~ 506.07ms
  2026-03-12 01:04:36 /api/reseller/online-users ............................................................... ~ 1s
  2026-03-12 01:04:37 /api/auth/login .......................................................................... ~ 1s
  2026-03-12 01:04:39 /api/auth/login .......................................................................... ~ 1s
